,tinicialruptura,tfinalruptura,deltaruptura,turb,kruptura,tinicio,rglbprom,rglbmax,rglbmin,stdrglb,promkrup,tempromrup,tempminrup,tempmaxrup,stdtemp,hrelpromrup,hrelmaxrup,hrelminrup,stdhrel,promvelv,promvelu,prommag,maxmagnitudviento,minmagnitudviento,inicioviento,maginicioviento,Vamanecer,promagruptura,maxmagruptura,minmagruptura,maginicioruptura,magfirup,n_clouds,LCL_srf,z_cloudbase,z_inv_base,z_inv_top,qT_BL,qT_jump,qT_3km,thetaL_BL,thetaL_jump,thetaL_3km,BLwnd_dir_avg,BLwnd_spd_avg,dq_decoupling,dtheta_decoupling
10,105.0,230.0,125.0,4.71,0.42321018350630646,300.0,358.09615384615387,667.3,111.7,230.003531243795,0.6545918903091389,21.102307692307686,20.08,22.33,0.7072838620656218,81.74692307692308,86.0,77.82,2.7738706087065697,2.180132781802967,1.982037138580237,3.3054703722553436,7.3253333333333375,0.0,15.0,1.9306666666666679,5.792666666666676,4.361093816996827,6.001999999999998,2.2796666666666683,2.497999999999995,5.874333333333333,2.0,128.0,305.0,520.0,956.0,12.3475,-8.3069012311136,4.040598768886402,292.2,19.021628470278415,319.5739253344659,98.41842963832093,0.2771130434782609,,
11,20.0,320.0,300.0,3.8240000000000003,0.20417718064860724,300.0,409.99622950819673,907.0,9.98,303.72843380869,0.6756720844383357,19.265409836065576,18.08,20.81,0.7518301531828668,78.41557377049179,85.1,73.1,3.773238010246267,-1.0839389626044371,2.043147927633766,2.476500863216896,3.8880000000000003,0.24833333333333332,15.0,2.090666666666666,2.969666666666669,2.6150717144580296,3.5739999999999994,1.634000000000002,2.188333333333333,2.843666666666668,1.0,263.6255135509765,610.0,860.0,266.0,10.79350622406639,-7.714685295547598,3.0788209285187915,291.69672304439746,5.8850854108104045,321.8050837390585,5.801130787107163,1.5899681335356601,1.102589285714286,-0.6499999999999773
12,75.0,220.0,145.0,4.022,0.4948935592738819,295.0,270.13666666666666,654.4,91.2,209.57139592154687,0.5636953323858155,19.463333333333328,18.09,20.9,0.8381972993536054,76.462,81.6,70.86,3.3075956472212917,0.8453292488115687,1.2421313072329039,2.1945405923153407,4.183666666666663,0.0,70.0,0.747666666666667,2.1576666666666693,1.970576885916016,2.952173913043477,0.0,0.8669999999999999,2.952173913043477,2.0,212.97626273380502,521.0,717.0,327.0,10.659775862068965,-7.382522136903402,3.2772537251655627,290.9622395833333,5.833721845483865,322.30024442788795,205.4508891371612,0.7335095137420719,1.1982142857142861,-0.2797619047619264
13,105.0,185.0,80.0,4.226,0.975446910930934,300.0,408.79999999999995,606.0,177.7,146.18378415542537,0.9171840029342919,20.642941176470583,20.29,21.09,0.22709482341860865,77.9964705882353,79.85,76.92,0.799413387870055,0.2856186127105246,1.1288818569815051,1.9943836188675155,4.411333333333334,0.0,85.0,0.44100000000000006,2.3903333333333334,1.4349999999999994,2.114666666666665,0.21266666666666656,0.21266666666666656,1.7656666666666683,1.0,238.35029120179888,610.0,710.0,328.0,11.233830715532287,-7.020004715532288,4.213825999999999,292.00147991543344,5.265429759579035,321.10834491684744,256.2411900362697,1.3887780126849896,,
14,110.0,210.0,100.0,3.892,0.40018617561101416,300.0,279.67619047619047,621.4,127.1,157.44403419870156,0.5364291932743059,20.52047619047618,19.21,21.21,0.6931268007405011,83.18571428571431,87.9,79.52,2.9357904752018165,-0.4421192754172274,0.9903568505110462,1.7106363468501895,3.67866666666667,0.0,15.0,0.09033333333333335,3.2146666666666692,1.423412911473314,2.064000000000002,0.5713333333333345,1.707666666666667,1.2860000000000007,2.0,137.0,305.0,,,,,,290.875,,,,,,
15,120.0,135.0,15.0,4.641,1.172066234255252,310.0,403.22499999999997,432.5,366.4,27.559556721156948,1.0251011236476508,20.0325,19.59,20.39,0.3302902763731727,86.325,86.9,85.7,0.5315072906367332,0.2611088654899008,1.0911521892584253,1.890025927474297,3.4996666666666654,0.0,35.0,0.08833333333333333,2.6670000000000003,1.6351867335562984,1.8696666666666655,1.2453333333333325,1.6016666666666663,1.824080267558529,2.0,136.9999999999924,305.0,558.0,267.0,12.289323040380049,-6.735316578344508,5.554006462035541,291.93869047619046,4.958106813814766,322.14980397885165,220.7063050523785,1.6789262295081968,,
16,125.0,205.0,80.0,4.01,1.1168589437953576,310.0,521.335294117647,635.8,345.2,76.08359663206377,0.9775156722269763,19.69058823529411,18.85,20.08,0.3895906599919208,78.37176470588236,81.2,76.92,1.3133508446627935,2.7783491345616844,1.704067015890211,3.9487983633717323,7.920999999999994,0.0,90.0,2.931666666666664,4.648000000000002,4.233235294117646,5.193999999999999,3.2563333333333335,3.6570000000000036,4.629333333333332,2.0,200.3722782382152,468.0,737.0,990.0,11.314875,-9.196107876712329,2.118767123287671,291.931419939577,11.315923347925548,317.8797844582335,178.83338718244735,4.150577167019027,,
17,195.0,280.0,85.0,4.417,1.032110603548913,310.0,714.2722222222222,823.0,521.1,89.66089583441638,0.979141163465319,21.346666666666668,21.21,21.59,0.16570704127891328,78.64722222222221,79.4,78.16,0.3926651852563691,0.09366337051426003,1.0458077878826857,1.575994344792607,3.862000000000004,0.0,75.0,0.4439999999999999,1.9203333333333323,2.1477592592592587,2.4583333333333317,1.5759999999999983,1.5759999999999983,2.2356666666666647,1.0,137.00000000000756,137.0,528.0,782.0,11.664910485933502,-9.427042051461294,2.237868434472208,291.0196930946292,9.165939310398926,321.4306112935509,267.18674091237176,1.0922500000000002,,
18,165.0,260.0,95.0,4.603,0.31170725746045685,310.0,494.05,809.0,160.2,275.6007323724132,0.718712550499951,21.175999999999995,20.08,22.33,0.9851069939218196,82.69399999999999,86.4,77.62,3.3592533631589534,-0.5031641497988636,0.760850720238696,1.790376560061835,4.437999999999994,0.0,115.0,0.0,3.729666666666668,1.3011166666666665,1.9246666666666643,0.6043333333333336,0.6043333333333336,1.9246666666666643,1.0,137.00000000000756,137.0,460.0,800.0,12.131842105263159,-10.004174452403198,2.1276676528599605,291.202786377709,12.432886801674385,320.26319987376047,295.0,0.24323214285714284,,
19,105.0,285.0,180.0,4.636,0.5840767986184029,310.0,513.4486486486486,828.0,170.9,222.4225341072228,0.8294394864344314,21.022162162162164,20.45,21.96,0.326667815772938,80.54729729729729,82.8,77.59,1.2241406252021334,-0.7747597058133581,1.572078392868085,2.3158647691378667,4.152333333333334,0.009333333333333334,45.0,0.21600000000000003,3.7026666666666626,2.313763536111362,3.000666666666667,1.3913333333333324,2.232333333333334,2.2826666666666684,2.0,137.0,390.0,622.0,232.0,12.422525773195877,-8.66411876403618,3.7584070091596975,292.551976284585,5.598140583362465,325.36435852228243,255.13427534372767,1.2621797040169136,,
